JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,POL_SN,CT_RLPS_GBN_CD,CT_IN_RLTN_CD,IS_INDIV,GIS_CD
1269321,1,03,6940379,0,2472602,C,01,1,23
1511406,1,06,3357639,0,9075109,C,99,1,31
1359997,1,08,1787908,0,7134549,C,01,1,38
869631,1,06,2114331,0,8899118,C,99,1,99
935677,1,06,8589250,0,3093109,C,99,1,39
436768,1,06,3780418,0,3900560,C,01,1,31
1312833,1,06,895934,0,6404697,I,02,1,31
488100,1,08,6481133,0,6708989,I,01,1,21
1950331,1,03,7783647,0,4469181,I,01,1,99
1452264,1,08,3354271,0,7190940,I,01,1,31
994009,1,06,7046522,0,5158189,I,99,1,36
1858172,1,08,3469566,0,2107264,C,01,1,39
1659916,1,08,5300120,0,257526,C,01,1,33
900445,1,06,1049473,0,3308826,C,01,1,99
222229,1,03,8978977,0,5043176,C,01,1,99
584479,1,08,8750353,0,9208136,C,01,1,11
74330,1,08,6754243,0,9547284,C,01,1,11
1015816,1,06,9328828,0,3578765,C,99,1,11
522870,1,08,2677664,0,601178,I,01,1,33
1185660,1,08,460992,0,7471236,I,03,1,32
622840,1,08,5961768,0,739737,C,01,1,31
1319266,1,08,1124504,0,6340215,C,01,1,31
1562431,1,06,4250244,0,7556825,C,99,1,11
305599,1,06,2089677,0,2957620,I,99,1,26
513093,1,06,4412176,0,9395993,I,99,1,31
773309,1,08,5577005,0,7317355,C,01,1,11
342714,1,06,6368573,0,8333035,I,99,1,21
176887,1,06,4551203,0,4266193,I,01,1,99
534841,1,08,7093885,0,1115265,I,99,1,99
974377,1,06,5366906,0,2823013,I,01,1,99
1250258,1,06,6862477,0,5233279,C,99,1,37
293677,1,06,2839827,0,4286452,I,01,1,99
654607,1,03,787156,0,7118743,C,01,1,21
1277348,1,06,6768954,0,6808904,I,01,1,99
1173369,1,08,4011793,0,3523837,C,01,1,26
446380,1,08,1563338,0,2856062,C,01,1,99
1354817,1,06,2876695,0,575130,I,01,1,31
353629,1,06,7342060,0,2665867,I,99,1,11
551379,1,08,3494409,0,7357540,I,01,1,39
1550248,1,06,65220,0,1848458,I,01,1,11
1376236,1,08,4102126,0,9192219,I,01,1,36
409142,1,08,1907749,0,5767035,C,01,1,23
719399,1,06,5266418,0,7461449,I,99,1,99
1838632,1,06,9655668,0,9088290,C,01,1,99
498225,1,08,7583136,0,1603630,I,01,1,31
1195090,1,06,384810,0,7684746,C,01,1,99
606998,1,06,7860856,0,3233351,C,01,1,31
1929498,1,08,6146876,0,8551485,C,01,1,11
965112,1,06,5602052,0,6213873,C,01,1,31
1850868,1,08,4195203,0,387794,I,01,1,38
633225,1,06,9936936,0,2149886,I,03,1,36
127875,1,06,1265838,0,4139922,C,01,1,38
539023,1,08,3307709,0,5141258,I,03,1,21
1898426,1,06,9889359,0,9452567,C,99,1,11
1889746,1,08,6715860,0,3273119,I,99,1,31
486988,1,06,9535053,0,3954197,C,01,1,34
1734951,1,06,8715367,0,4014046,I,01,1,37
872906,1,08,8684138,0,307632,C,01,1,38
1224851,1,06,7099796,0,198863,I,99,1,11
1419526,1,06,442879,0,4852887,I,01,1,31
1256779,1,06,5052745,0,6621824,I,01,1,39
1053687,1,06,4869201,0,9757595,I,01,1,99
1384750,1,08,8856394,0,9015062,I,03,1,22
907311,1,06,575401,0,2400714,I,01,1,36
862678,1,08,7164953,0,8335501,I,01,1,26
293677,1,06,2839827,0,4286452,C,01,1,99
339552,1,06,9125657,0,912838,I,03,1,31
1026798,1,06,4427885,0,5923619,I,99,1,31
1165971,1,06,107644,0,4414008,I,99,1,99
76850,1,06,4821006,0,1092446,I,01,1,35
470792,1,08,887380,0,1891623,C,01,1,25
909595,1,06,9962651,0,1985079,I,03,1,31
1455668,1,06,1700660,0,5773925,I,03,1,26
1392544,1,06,57434,0,4274918,I,99,1,99
548223,1,08,5436628,0,5747497,C,01,1,99
1853902,1,06,1505215,0,1576352,C,01,1,22
1916858,1,06,2790547,0,4904937,I,03,1,99
1362519,1,06,1400113,0,953666,I,01,1,99
761497,1,08,695337,0,6391014,C,01,1,31
429901,1,06,2337134,0,9144762,C,01,1,31
491178,1,06,1323904,0,3514495,I,01,1,99
1005863,1,08,5658846,0,6511219,C,01,1,21
1236386,1,06,4379881,0,5408362,I,03,1,23
211272,1,06,4357089,0,1251288,C,01,1,36
1535079,1,06,4825550,0,9075028,I,99,1,37
958656,1,06,592651,0,8336058,C,01,1,99
1601354,1,06,1584970,0,9234605,I,99,1,99
1259173,1,08,1019616,0,4946754,I,01,1,32
898206,1,08,5396013,0,4245470,C,01,1,21
1461397,1,06,8027675,0,2299249,I,99,1,25
1424595,1,06,6180819,0,4716803,I,01,1,11
1343548,1,08,6860365,0,7593144,C,01,1,32
643754,1,08,7489900,0,9786847,I,01,1,36
73447,1,08,9142439,0,5037471,I,01,1,33
1905659,1,08,9766683,0,1541301,I,01,1,31
1647136,1,06,2866591,0,9120188,I,03,1,99
198533,1,06,8628134,0,4279939,I,01,1,99
439900,1,06,4248322,0,181727,I,99,1,11
1023735,1,08,3771516,0,6000436,C,01,1,11
836097,1,08,9793829,0,1706029,I,01,1,31
888469,1,06,6993388,0,8358113,C,99,1,23
74330,1,06,1729369,0,4800333,I,01,1,34
1238804,1,06,8259412,0,556674,I,99,1,99
285480,1,03,9785062,0,2143833,C,01,1,32
50245,1,06,5867584,0,4115730,C,01,1,99
1679942,1,06,3063354,0,6150471,I,01,1,99
937488,1,08,4823442,0,7392083,I,03,1,99
1247142,1,08,8434217,0,4742360,C,01,1,31
463701,1,06,7711415,0,8101729,I,01,1,99
653792,1,08,32680,0,3385525,C,01,1,11
107346,1,08,1594297,0,5293972,C,01,1,22
1935423,1,06,2451723,0,4415002,C,01,1,99
1681087,1,06,2057465,0,3396019,I,01,1,38
821153,1,06,3896419,0,2981574,C,01,1,32
179516,1,08,3471611,0,2119497,I,01,1,31
633471,1,08,7001192,0,657395,I,01,1,31
1331953,1,06,3025705,0,6906771,C,01,1,99
127875,1,06,1265838,0,2593195,I,01,1,38
959584,1,06,4852412,0,4092217,C,99,1,31
708588,1,06,8392145,0,9241052,I,03,1,25
784097,1,06,7551965,0,906661,C,01,1,32
903280,1,06,9318877,0,373751,I,03,1,11
1467759,1,06,873816,0,4995095,I,99,1,99
588698,1,06,5994111,0,9810955,I,01,1,31
934212,1,06,8135488,0,4973763,I,01,1,11
1477221,1,06,5627912,0,5237479,I,01,1,11
1184431,1,06,1704253,0,6578861,I,03,1,22
823631,1,08,9986394,0,9699575,I,01,1,99
777610,1,08,2421117,0,4643817,I,01,1,35
1242731,1,06,5033882,0,3351012,I,99,1,21
518209,1,06,1998602,0,499062,I,01,1,99
326171,1,06,6846713,0,5814491,I,03,1,99
1889843,1,06,9365693,0,1504613,C,01,1,25
310926,1,06,8019360,0,4529657,I,01,1,33
334088,1,06,9363647,0,6295891,I,01,1,35
968240,1,06,1740507,0,5491526,I,99,1,99
1613488,1,06,9731878,0,8316122,C,01,1,26
1371441,1,06,9111663,0,1835542,C,01,1,24
70777,1,03,1633864,0,6739167,C,01,1,25
604436,1,08,6435175,0,7269372,C,01,1,31
1877865,1,08,4783675,0,4501875,I,01,1,11
1920419,1,06,9250351,0,1983603,I,01,1,32
254675,1,08,2839771,0,2253201,C,01,1,37
1521676,1,08,2510756,0,8084251,C,01,1,31
1725075,1,06,2287210,0,1050708,I,01,1,34
1508881,1,08,1630304,0,7655610,C,06,1,31
1467575,1,08,9425704,0,7412890,I,99,1,22
223028,1,06,8081365,0,4268333,C,99,1,35
871434,1,08,7876832,0,1236253,I,03,1,32
1940566,1,06,9694761,0,4465825,I,01,1,31
761497,1,06,1379889,0,9185961,I,01,1,31
836678,1,06,8961119,0,6834607,C,01,1,22
1714359,1,06,1596791,0,4193728,C,01,1,26
890645,1,06,7642905,0,5369513,I,01,1,11
902836,1,06,2863143,0,5869479,C,99,1,11
1877865,1,08,8874190,0,5423838,C,01,1,11
265436,1,08,5827126,0,5295798,I,01,1,11
443241,1,08,5216526,0,2786805,I,01,1,11
1151491,1,06,4851666,0,1113397,I,01,1,31
1456254,1,08,7290221,0,1655575,C,01,1,11
1359997,1,08,4338718,0,2142716,I,01,1,38
789892,1,06,286061,0,8479538,I,01,1,99
81089,1,06,79053,0,5938135,C,01,1,21
1589616,1,08,9166650,0,9667104,C,01,1,31
304729,1,08,8431943,0,6896227,C,01,1,22
868921,1,08,4700676,0,252564,I,01,1,31
824599,1,06,1306855,0,8570693,I,02,1,31
605612,1,06,3443329,0,1824580,I,01,1,99
164497,1,06,8022518,0,9529090,C,01,1,25
421046,1,08,6488567,0,761560,C,01,1,31
1441664,1,06,5355712,0,8654720,I,01,1,11
1749120,1,08,1916588,0,2577654,I,99,1,31
717753,1,08,1443113,0,9708876,I,99,1,31
269136,1,06,9952166,0,6758617,I,99,1,99
1726115,1,06,9111105,0,567876,C,01,1,99
1366351,1,08,5723462,0,3754339,I,99,1,36
1823934,1,06,7190095,0,7975153,I,99,1,31
649985,1,06,7096411,0,9508472,C,99,1,25
647746,1,06,6452708,0,8351672,C,99,1,38
918586,1,06,2461088,0,7347081,C,01,1,22
528045,1,06,1572105,0,403333,I,99,1,99
1578829,1,08,4012159,0,4197841,C,01,1,11
1308120,1,08,2790979,0,2420570,C,01,1,34
1025072,1,06,1477877,0,6015195,C,01,1,99
495490,1,08,5854813,0,5862476,I,01,1,31
184843,1,03,6264545,0,1344871,C,01,1,31
1920419,1,08,5415828,0,9066455,C,01,1,32
1822737,1,06,7460942,0,1440464,I,99,1,99
398559,1,08,2005798,0,4522744,C,01,1,38
945282,1,06,9464866,0,84415,I,03,0,11
208602,1,03,5244855,0,1811120,I,01,1,11
1087882,1,06,4400859,0,3209473,C,01,1,37
641553,1,08,5083824,0,7971251,I,01,1,31
1823934,1,06,7190095,0,3054571,C,01,1,31
1861448,1,06,2147099,0,9726223,I,03,1,99
1308120,1,08,2790979,0,7744803,I,01,1,34
167760,1,06,8053372,0,7026899,I,99,1,99
129542,1,06,988413,0,8265857,C,99,1,99
81089,1,08,6736654,0,5074975,C,01,1,21
253494,1,06,5654835,0,8858081,C,01,1,34
393037,1,06,5176138,0,1151791,C,01,1,99
1290044,1,08,9365117,0,2119587,I,01,1,38
1352648,1,06,1477679,0,1092054,I,01,1,11
1247142,1,06,3953892,0,2579383,I,01,1,31
968128,1,03,6556554,0,9153320,I,03,1,99
236263,1,06,1939121,0,4336838,I,01,1,99
1688970,1,06,3313009,0,4521534,C,01,1,99
565059,1,08,5171508,0,7359349,I,01,1,31
346436,1,06,1537881,0,2537220,C,01,1,26
1241221,1,06,531793,0,1439512,C,01,1,31
850845,1,08,6082351,0,4555194,I,01,1,99
1366284,1,06,1740746,0,9830998,C,01,1,11
650144,1,03,2965265,0,5939039,C,01,1,11
584479,1,08,3249218,0,4426767,C,03,1,11
73447,1,06,5150729,0,1555555,I,01,1,33
890438,1,08,4410437,0,6930733,I,99,1,25
180761,1,08,1842111,0,488229,C,01,1,21
1181759,1,06,5917604,0,918310,C,01,1,31
588071,1,06,7460888,0,7831016,C,01,1,31
1547707,1,08,5195090,0,3612676,C,01,1,23
476973,1,08,6064065,0,9974994,I,01,1,21
351479,1,06,1652709,0,1655496,I,01,1,24
968019,1,08,5377296,0,3122747,I,01,1,36
974377,1,06,9864349,0,6831651,C,01,1,99
113185,1,08,2548991,0,5665210,C,03,1,21
1186989,1,06,7567866,0,6738631,I,03,1,23
1394573,1,06,762748,0,4314374,C,99,1,33
1472808,1,08,3561338,0,9825220,I,01,1,35
929188,1,08,3222183,0,72518,C,01,1,23
1914912,1,06,1146457,0,9719029,I,03,1,99
1774094,1,08,8335169,0,6063231,I,01,1,11
1933500,1,08,7653215,0,7253689,I,01,1,38
1535079,1,06,4825550,0,7256389,I,99,1,37
587707,1,06,5855864,0,2167866,C,99,1,31
1925721,1,06,7586693,0,8914286,I,01,1,99
1583407,1,08,6674189,0,9229621,I,01,1,31
1530755,1,08,7651197,0,1671312,I,01,1,37
1358527,1,06,9895628,0,1650703,I,99,1,24
1662306,1,08,1788159,0,2058927,C,01,1,31
642047,1,08,4473324,0,7479240,C,01,1,11
1571350,1,08,6788531,0,6465765,C,01,1,11
138144,1,08,95671,0,7456652,C,01,1,38
1455808,1,06,5453820,0,8430899,C,01,1,99
1261717,1,03,3901330,0,5056510,I,01,1,31
365766,1,08,2229461,0,487752,I,99,1,11
43059,1,03,1606617,0,1750948,C,01,1,26
47626,1,06,6530007,0,5903607,C,01,1,99
1654442,1,08,5150864,0,1325943,I,01,1,31
1271848,1,06,7718302,0,4418099,C,99,1,31
1883955,1,06,3017584,0,2922706,I,99,1,99
870699,1,08,9973625,0,3757124,I,99,1,21
1669614,1,06,4512783,0,5763109,I,01,1,36
920962,1,06,3486681,0,1821590,I,99,1,11
1585314,1,06,4752344,0,5763367,C,01,1,38
1347931,1,08,5333609,0,8422863,I,01,1,37
1115842,1,06,2584480,0,8349136,C,01,1,99
1172684,1,08,7295385,0,397567,I,01,1,31
86261,1,08,6776608,0,6595842,I,01,1,37
1435073,1,08,8961944,0,7724084,I,01,1,31
78036,1,06,5685039,0,8075194,I,02,1,21
1133879,1,08,8471991,0,9863841,C,01,1,35
1710670,1,06,8134119,0,4430023,I,03,1,11
479893,1,06,3763606,0,1407774,C,01,1,99
1270013,1,06,8915959,0,6804280,C,01,1,99
593747,1,06,5304745,0,7095389,C,01,1,25
1068492,1,06,9797820,0,8540707,I,03,1,11
498855,1,06,2109332,0,7805848,I,99,1,99
222229,1,08,8259548,0,7217043,C,03,1,11
398559,1,08,2844726,0,5008108,I,01,1,38
1502234,1,06,2144197,0,2140973,I,01,1,99
77129,1,08,3515806,0,612910,C,01,1,21
1445351,1,08,56599,0,4303518,C,02,1,34
1187337,1,08,1265235,0,7490661,C,01,1,11
134630,1,08,526737,0,134251,I,01,1,11
850779,1,08,6222981,0,916816,I,01,1,31
968977,1,08,8021970,0,470966,C,01,1,11
1417507,1,08,1419343,0,679700,I,01,1,11
780197,1,08,5169196,0,1695255,I,01,1,37
1381567,1,08,4408170,0,2671075,C,01,1,35
751890,1,08,1953949,0,6423202,C,01,1,39
1049432,1,06,2585647,0,5805678,I,99,1,23
1174072,1,08,7965101,0,8000220,C,01,1,34
306675,1,08,3751531,0,4329275,I,01,1,99
289246,1,08,8392921,0,6504771,I,99,1,11
1893607,1,06,7508169,0,1071462,C,01,1,31
1328363,1,06,1972178,0,9552286,I,99,1,99
259177,1,06,4948795,0,1345649,C,99,1,37
759277,1,06,5838759,0,5413480,I,01,1,24
1772580,1,06,7669018,0,6980130,I,01,1,99
1223362,1,06,10042356,0,7699399,I,99,1,99
1883955,1,08,6541666,0,7794648,I,02,1,31
1858172,1,06,5113551,0,2111541,I,01,1,39
1242559,1,06,1771362,0,6190103,I,03,1,25
429901,1,06,2337134,0,5157449,I,99,1,31
1308675,1,08,1352189,0,1445021,I,03,1,32
941693,1,06,5740072,0,4513059,C,99,1,25
1484769,1,06,1476985,0,3706624,I,01,1,23
840133,1,06,3840880,0,8978576,I,01,1,23
439851,1,06,1599109,0,8031948,C,99,1,35
1299604,1,06,1172638,0,3452368,C,01,1,35
1080924,1,08,4719729,0,2502994,C,01,1,31
1596494,1,06,6060711,0,1092785,C,01,1,11
1029952,1,08,964357,0,1708908,I,01,1,11
1898719,1,08,1031097,0,1359702,C,01,1,36
1188012,1,06,10004816,0,9291919,I,99,1,25
1832382,1,08,1374623,0,585085,I,01,1,31
409142,1,08,6935262,0,8171053,I,01,1,23
1247142,1,06,9732161,0,9215074,I,01,1,99
53998,1,08,9870294,0,5986678,I,01,1,31
820257,1,06,2998039,0,5054657,I,99,1,99
1080722,1,06,7978285,0,925862,C,99,1,99
1003032,1,08,5044762,0,7615952,C,01,1,38
232931,1,03,2670877,0,8413855,I,01,1,11
340273,1,08,9702010,0,1598081,C,01,1,36
531538,1,08,5272426,0,8363959,I,01,1,21
58022,1,06,866865,0,2952080,I,01,1,23
1597242,1,08,171192,0,212152,I,02,1,31
1023171,1,08,1966272,0,9985088,I,01,1,22
55033,1,06,7753736,0,6243406,I,01,1,21
138710,1,06,1278404,0,4010025,I,03,1,23
1235919,1,08,7563792,0,7529049,C,01,1,23
1205258,1,06,1158932,0,1412100,I,03,1,37
266546,1,08,35319,0,8662068,I,01,1,99
1753125,1,06,7405649,0,7984323,C,01,1,33
1938754,1,08,544343,0,3711661,C,01,1,23
675074,1,06,7970658,0,1956686,I,01,1,99
713222,1,06,3465680,0,7354971,I,01,1,32
553307,1,08,500061,0,1567730,I,01,1,11
796270,1,06,2579663,0,7947400,I,03,1,99
1533484,1,06,8004794,0,2894699,I,99,1,99
1869650,1,06,5541848,0,4664187,I,01,1,99
1049525,1,06,691515,0,920876,I,01,1,99
421046,1,08,7207770,0,474499,C,01,1,31
990397,1,06,2815146,0,6714169,C,01,1,99
1048871,1,06,5331200,0,1451041,I,99,1,99
1354646,1,06,8905621,0,6101069,I,99,1,31
883665,1,08,5594444,0,2840096,C,01,1,34
869217,1,06,9399799,0,7777879,I,03,1,31
1836832,1,06,6477457,0,4077035,I,99,1,36
604528,1,06,4782108,0,8475302,I,99,1,99
506596,1,08,5470797,0,3268087,I,01,1,31
681244,1,08,3625800,0,5675210,I,01,1,22
1108699,1,06,9838655,0,1364264,C,01,1,31
636256,1,08,9475413,0,2792108,I,01,1,31
1305980,1,08,7709720,0,118310,I,99,1,21
412617,1,08,5717754,0,4974888,C,01,1,31
392349,1,08,115396,0,7115092,I,02,1,11
346436,1,08,9989910,0,2919455,I,01,1,26
509079,1,08,9719911,0,7838923,I,99,1,31
1827058,1,08,5596001,0,2887674,I,01,1,38
1266237,1,08,8355602,0,4010262,C,01,1,11
1418278,1,06,6196279,0,5619890,C,99,1,38
269904,1,06,6241130,0,2782174,I,99,1,99
229038,1,03,4876415,0,8906813,C,03,1,21
366469,1,06,8173624,0,2461857,I,01,1,11
1023171,1,06,3761278,0,5711253,I,01,1,99
533876,1,06,9360770,0,9749164,C,01,1,21
1145660,1,08,1183324,0,9969142,I,01,1,31
773591,1,08,9526978,0,5468940,I,01,1,23
1035155,1,06,9831620,0,9194485,C,01,1,99
907657,1,06,7327545,0,4403064,C,99,1,99
762578,1,06,3040152,0,636067,I,01,1,31
1876367,1,06,6729659,0,1895598,I,99,1,99
398051,1,06,4580075,0,170413,I,99,1,99
206123,1,06,5722485,0,2183979,C,01,1,31
1454738,1,06,3963992,0,1593750,I,01,1,11
1533294,1,06,3376124,0,5324681,C,01,1,34
604638,1,06,4753872,0,3512736,I,99,1,23
64492,1,08,6833388,0,5716859,C,01,1,23
1444508,1,08,6732630,0,8312375,I,01,1,22
1674571,1,08,8283884,0,7070574,C,01,1,31
12893,1,08,2824651,0,4133986,I,01,1,38
1840593,1,08,7224247,0,1597232,I,01,1,35
151422,1,06,6286048,0,2483652,C,99,1,22
169649,1,06,8702142,0,6049235,I,01,1,99
1749120,1,08,1916588,0,1797617,C,01,1,31
329779,1,08,6979522,0,5016527,I,01,1,34
418352,1,08,9430951,0,8612348,I,99,1,36
729529,1,06,3733095,0,8069662,I,01,1,99
1270013,1,06,5944130,0,564064,I,03,1,11
502933,1,08,5709334,0,4813103,I,01,1,34
791083,1,06,5537336,0,5848112,I,01,1,11
269626,1,06,4129103,0,6276261,C,99,1,26
515522,1,08,244469,0,646483,I,01,1,99
1214854,1,06,4536699,0,9367960,I,01,1,23
541728,1,06,15393,0,7536659,C,01,1,31
1297082,1,06,1049767,0,6902555,I,01,1,21
1241579,1,06,7179475,0,9698592,C,01,1,99
1943819,1,08,7013497,0,3401552,C,01,1,11
75195,1,06,9847959,0,1136613,C,01,1,32
1129677,1,06,7364066,0,6714141,I,99,1,99
40474,1,06,6650951,0,8839555,I,01,1,31
707072,1,06,656033,0,1774243,I,01,1,11
1518889,1,06,9371351,0,126131,I,01,1,31
1524873,1,06,4071784,0,5322340,C,01,1,99
31022,1,06,7137155,0,2578275,I,01,1,22
208602,1,06,9078830,0,9057672,I,99,1,99
443249,1,08,9230977,0,8691593,I,01,1,21
311953,1,08,7197776,0,1344855,C,01,1,22
717890,1,08,9694434,0,7846547,I,01,1,38
1245488,1,06,4266909,0,280414,C,99,1,31
1877006,1,08,9152576,0,5107105,I,01,1,33
750308,1,06,9327686,0,3352186,I,01,1,11
1088563,1,08,7944079,0,849090,I,01,1,31
126573,1,06,7732965,0,5872100,I,99,1,11
1002449,1,06,749774,0,7594298,C,01,1,31
698933,1,06,6127074,0,7572455,I,01,1,99
55589,1,08,8016559,0,5297065,C,01,1,11
1173369,1,06,4784771,0,3088215,I,01,1,99
1921096,1,06,1895522,0,4102349,C,01,1,36
815764,1,06,278897,0,5966749,I,01,1,99
135973,1,06,3458170,0,8913516,I,01,1,35
699001,1,06,7085707,0,8808002,I,03,1,99
1225850,1,08,7142631,0,2348821,I,01,1,11
1800055,1,08,9718767,0,3529805,I,01,1,31
855932,1,06,2237617,0,4524896,C,01,1,99
233595,1,06,6705746,0,3526329,C,01,1,99
1126824,1,08,5690124,0,6605872,I,01,1,34
1422268,1,08,9348062,0,9955090,C,01,1,31
299844,1,03,9199828,0,4557329,I,01,1,31
1556729,1,06,8163855,0,9505225,C,99,1,99
466969,1,06,1612010,0,3641411,I,03,1,99
413995,1,08,3311936,0,8269216,I,01,1,31
137522,1,08,6133237,0,5594057,I,01,1,37
533876,1,06,9360770,0,5952276,I,01,1,21
831130,1,06,453649,0,1543040,I,01,1,38
1861868,1,06,4422900,0,2197075,I,99,1,38
909425,1,08,4602722,0,8165223,I,01,1,99
1393734,1,08,5795680,0,554360,C,01,1,31
781737,1,06,5177327,0,1193954,I,02,1,99
808739,1,06,5688174,0,2311036,I,03,1,22
365865,1,06,1608653,0,800983,C,01,1,31
48443,1,06,211211,0,2140776,I,99,1,11
1350001,1,06,659356,0,3558856,I,01,1,38
1103915,1,03,9723540,0,2719769,I,01,1,37
1031857,1,08,8064110,0,4017097,C,01,1,23
1547313,1,06,3367649,0,8435857,I,02,1,38
843404,1,08,8790215,0,4054408,C,01,1,11
227741,1,08,9595087,0,205200,C,01,1,11
1299604,1,08,8098669,0,5543822,C,01,1,35
824599,1,08,9664508,0,6381799,I,01,1,31
1573642,1,08,2342797,0,2191047,I,01,1,37
1394573,1,08,4077920,0,4752461,C,01,1,31
208799,1,06,8206362,0,3750251,I,03,1,31
1033302,1,08,7417478,0,7088101,C,01,1,11
379608,1,08,6086000,0,4899696,I,99,1,34
1371434,1,08,6078001,0,3709737,I,01,1,24
1277348,1,06,4738837,0,5070185,I,01,1,99
908189,1,08,9768622,0,6639304,C,01,1,11
332717,1,06,6284223,0,3618584,I,01,1,31
915620,1,06,383208,0,6020698,C,99,1,37
1938389,1,06,288431,0,9421208,I,99,1,99
794020,1,08,8537715,0,530029,C,01,1,37
785227,1,06,9910695,0,5804195,I,01,1,31
1724304,1,06,1020336,0,5971538,C,01,1,38
864182,1,06,1356464,0,666059,C,01,1,24
1447845,1,06,7746549,0,7211565,C,01,1,23
1957335,1,08,454199,0,6971579,C,01,1,38
269626,1,06,4129103,0,9766776,I,99,1,99
1572368,1,06,1384,0,5260937,I,01,1,23
182454,1,06,1114430,0,5426644,C,01,1,11
1568150,1,06,1636613,0,7960225,I,01,1,99
902836,1,06,5111662,0,7339775,I,01,1,99
1134077,1,03,5774572,0,6135188,I,01,1,99
1289060,1,03,7275407,0,1723230,C,03,1,24
964151,1,03,1283644,0,3717771,C,01,1,37
189141,1,06,9126102,0,6527266,C,99,1,99
674306,1,08,9002261,0,3035837,I,01,1,32
1569844,1,06,9545235,0,5010639,I,99,1,26
470794,1,08,1460445,0,9285316,C,01,1,11
1921096,1,06,8543794,0,1426910,C,01,1,99
1417507,1,08,2832457,0,8178472,C,01,1,99
1387798,1,06,3204557,0,586373,C,99,1,99
1073159,1,08,5442213,0,4882376,C,01,1,99
1857757,1,08,5504077,0,9662823,I,01,1,23
1545419,1,08,8987513,0,9316007,I,01,1,21
1644781,1,08,7128202,0,5864403,I,01,1,99
515522,1,08,6623644,0,9777969,C,01,1,31
891422,1,06,632084,0,6056689,C,01,1,38
105755,1,08,7770164,0,6796984,I,01,1,36
1468413,1,06,4135235,0,5121723,C,99,1,31
1602206,1,06,426338,0,5776843,I,01,1,99
1739401,1,06,9752526,0,4519742,C,01,1,99
196289,1,06,7884801,0,7473493,I,99,1,34
1936926,1,03,9799845,0,2979594,I,01,1,31
1870890,1,08,8235585,0,9683219,C,01,1,32
1625056,1,06,2787117,0,820337,I,01,1,31
1933500,1,06,2947835,0,2189118,I,01,1,99
1596494,1,06,6060711,0,5390612,C,01,1,11
1588275,1,06,6093848,0,6763839,C,01,1,11
75641,1,08,5656767,0,5867340,I,01,1,22
311430,1,06,8116608,0,4388095,C,99,1,31
1589211,1,06,1541749,0,7489267,I,05,1,21
151422,1,06,6286048,0,7410257,I,01,1,22
275519,1,06,4411872,0,9995820,C,01,1,31
1832382,1,06,3882600,0,4039195,I,01,1,31
1445086,1,08,166654,0,6836028,I,01,1,21
175836,1,08,5884824,0,5959265,I,01,1,35
732624,1,08,6113746,0,9237,I,01,1,11
1602214,1,06,4090422,0,8233691,C,01,1,11
288027,1,08,3150404,0,9380080,I,01,1,11
61266,1,06,3972905,0,4337783,I,01,1,24
1072852,1,08,36306,0,481948,I,01,1,31
191188,1,08,4974971,0,8844454,I,01,1,11
548368,1,06,3384073,0,1309386,I,01,1,38
1149060,1,06,633289,0,1861128,C,99,1,31
822344,1,06,3938728,0,9170091,I,01,1,99
789892,1,08,5531924,0,3412540,C,01,1,11
604638,1,06,7515424,0,5475684,C,01,1,99
1883493,1,06,9824748,0,6505224,C,99,1,11
1200545,1,06,6293393,0,5738782,C,01,1,31
472461,1,08,2843059,0,5092247,C,01,1,31
1714359,1,08,9157132,0,434761,I,01,1,26
762578,1,08,1238401,0,4361507,I,01,1,31
1880338,1,06,148162,0,7534504,I,99,1,34
884637,1,06,3507858,0,2772589,I,01,1,33
424360,1,08,202097,0,6397679,I,99,1,21
842198,1,08,4984015,0,4623867,I,01,1,31
1403373,1,08,1045218,0,3123195,C,01,1,33
1943599,1,06,1327005,0,7253699,I,01,1,99
1384138,1,06,769280,0,2330581,C,99,1,99
919035,1,06,7470024,0,2254084,I,01,1,26
784097,1,08,5823480,0,5408320,C,01,1,32
1588063,1,08,8262089,0,2654869,C,01,1,31
1328183,1,08,2753654,0,7389966,C,01,1,22
1920419,1,06,9250351,0,94084,C,01,1,32
841511,1,03,2721275,0,6568144,C,01,1,26
914628,1,06,644745,0,9160315,C,99,1,33
588999,1,06,4062627,0,2998188,C,01,1,99
1768675,1,08,7960702,0,2516029,I,01,1,11
1827746,1,08,790282,0,905111,C,01,1,21
167275,1,08,9796973,0,2672867,C,01,1,31
803241,1,08,1253847,0,3510388,I,01,1,23
479019,1,03,6049173,0,4491876,C,01,1,21
1366284,1,06,1740746,0,5160498,I,99,1,11
25131,1,06,4490999,0,8265225,C,99,1,26
465228,1,06,388589,0,6470235,I,99,1,99
1266237,1,08,8355602,0,4010262,I,01,1,11
978499,1,06,1430371,0,8980928,C,01,1,99
318874,1,06,4799019,0,9575034,C,01,1,99
1310918,1,06,32488,0,4008806,I,99,1,21
973660,1,03,659542,0,5513503,C,03,1,38
312175,1,06,4388414,0,3318058,I,01,1,32
1108576,1,06,730050,0,1691674,C,99,1,35
1111316,1,06,5141558,0,6315159,C,99,1,31
134630,1,06,1483805,0,2572126,C,01,1,99
1105874,1,06,8651899,0,9969416,I,01,1,99
655176,1,08,1706775,0,288676,C,01,1,11
1246964,1,08,4354717,0,5361786,C,01,1,24
1504111,1,08,7789543,0,5391954,I,01,1,21
